id,user_id,user_login,user_name,license,image_url
258331764,318550,leafveiled,,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/463455372/medium.jpeg
258439093,318550,leafveiled,,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/463680488/medium.jpeg
260781530,6305922,berardom,Michael Berardozzi,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/468383551/medium.jpg
261095217,773820,kelvinperrie,Kelvin Perrie,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/469004839/medium.jpeg
261095390,773820,kelvinperrie,Kelvin Perrie,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/469005878/medium.jpg
262675581,5302,meurkc,Colin Meurk,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/471740779/medium.jpeg
263728359,2077401,genevieveearly,Genevieve Early,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/473833085/medium.jpeg
272860667,5302,meurkc,Colin Meurk,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/490912122/medium.jpeg
272977752,686442,shaun_thompson,Shaun,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/491072877/medium.jpeg
273679901,686442,shaun_thompson,Shaun,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/492176500/medium.jpeg
274429436,773820,kelvinperrie,Kelvin Perrie,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/493360827/medium.jpeg
274439082,773820,kelvinperrie,Kelvin Perrie,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/493377486/medium.jpeg
277192780,218732,catchwords,,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/497729640/medium.jpg
